,age,workclass,fnlwgt,education,education_num,marital_status,post,relationship,nation,gender,capital_gain,capital_loss,hours_per_week,country,wealth
19837,27, Private,193898, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,45, United-States, upperCase
19838,43, Private,191982, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, F,0,0,55, United-States, lowerCase
19840,54, Private,271160, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, F,0,0,40, United-States, lowerCase
19841,22, Private,33087, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,45, United-States, lowerCase
19842,29, Private,106153, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, M,0,0,50, United-States, lowerCase
19843,22, Private,29444, 12th,8, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, M,0,0,50, United-States, lowerCase
19844,37, Private,105021, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,50, United-States, upperCase
19845,38, Self-emp-not-inc,239045, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,50, United-States, upperCase
19846,34, Private,94413, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,40, United-States, lowerCase
19847,28, Private,350254, 1st-4th,2, Never-married, Priv-house-serv, Not-in-family, White, F,0,0,40, Mexico, lowerCase
19848,68, Private,194746, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, F,0,0,40, Cuba, lowerCase
19849,36, Private,269042, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, M,0,0,40, Laos, lowerCase
19850,20, Private,447488, 9th,5, Never-married, Other-service, Unmarried, White, M,0,0,30, Mexico, lowerCase
19851,38, Private,198216, Some-college,10, Divorced, Exec-managerial, Unmarried, White, F,0,0,40, United-States, lowerCase
19852,32, Private,227931, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, F,0,0,40, United-States, lowerCase
19853,34, Private,252646, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, M,7298,0,50, United-States, upperCase
19854,47, Private,223342, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, F,2174,0,40, England, lowerCase
19855,28, Private,181776, Bachelors,13, Never-married, Other-service, Not-in-family, White, F,0,0,50, United-States, lowerCase
19856,32, Private,132601, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
19857,64, Self-emp-inc,185912, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,99999,0,35, United-States, upperCase
19858,38, Private,292570, Some-college,10, Never-married, Sales, Own-child, White, F,0,0,50, United-States, lowerCase
19859,43, Private,76460, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, F,0,0,40, United-States, lowerCase
19860,28, Private,295163, 12th,8, Divorced, Farming-fishing, Not-in-family, White, M,0,0,40, United-States, lowerCase
19862,23, Private,69847, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, F,0,0,20, United-States, lowerCase
19863,41, Private,322980, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, M,2354,0,40, United-States, lowerCase
19865,41, Private,317539, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, M,0,0,40, United-States, lowerCase
19866,27, Private,195678, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, lowerCase
19867,54, Private,466502, 7th-8th,4, Widowed, Other-service, Unmarried, White, M,0,0,30, United-States, lowerCase
19868,36, Private,343476, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, M,0,0,30, United-States, lowerCase
19869,60, Self-emp-not-inc,38622, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
19870,34, State-gov,173730, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,38, United-States, lowerCase
19872,27, Private,300783, Some-college,10, Married-civ-spouse, Sales, Wife, White, F,0,0,42, United-States, upperCase
19873,60, Private,224644, 10th,6, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, lowerCase
19874,39, Private,191502, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
19875,59, Private,61885, 12th,8, Divorced, Transport-moving, Other-relative, Black, M,0,0,35, United-States, lowerCase
19876,34, Self-emp-not-inc,213887, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,32, Canada, upperCase
19877,36, Private,331395, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
19878,54, Private,145098, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, upperCase
19879,19, Private,216804, 7th-8th,4, Never-married, Other-service, Own-child, White, M,0,0,33, United-States, lowerCase
19880,40, Private,188291, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,40, United-States, upperCase
19881,25, Private,33610, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, M,0,0,45, United-States, lowerCase
19882,39, Private,234901, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, White, M,0,0,40, United-States, lowerCase
19883,34, Self-emp-not-inc,349148, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
19884,43, Private,211860, HS-grad,9, Never-married, Other-service, Unmarried, Black, F,0,0,24, United-States, lowerCase
19885,35, Private,193961, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, M,0,0,40, Philippines, upperCase
19886,36, Local-gov,52532, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, M,0,1887,50, United-States, upperCase
19887,59, Self-emp-not-inc,75804, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,65, United-States, upperCase
19888,33, Self-emp-not-inc,176185, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
19889,22, Private,306779, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, M,0,0,50, United-States, lowerCase
19890,48, Private,265192, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,45, United-States, lowerCase
19891,54, Private,139347, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
19892,49, Private,107682, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, F,0,0,38, United-States, lowerCase
19893,37, Private,34173, Bachelors,13, Never-married, Tech-support, Not-in-family, White, F,0,0,40, United-States, lowerCase
19894,45, Private,128378, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, M,0,0,40, United-States, lowerCase
19895,51, Self-emp-inc,195638, Some-college,10, Separated, Sales, Not-in-family, White, F,0,0,40, United-States, lowerCase
19896,46, Private,59287, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
19897,35, Private,112077, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, M,5013,0,40, United-States, lowerCase
19898,51, Private,137815, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, M,7298,0,40, United-States, upperCase
19899,31, Private,309620, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, M,0,0,6, South, lowerCase
19900,39, Private,336880, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, United-States, upperCase
19901,26, Private,206600, 11th,7, Never-married, Other-service, Other-relative, White, M,0,0,30, Mexico, lowerCase
19902,25, Private,193051, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, M,0,0,35, United-States, lowerCase
19903,61, Federal-gov,229062, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, M,0,1887,40, United-States, upperCase
19904,53, Private,264939, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, F,0,0,45, Mexico, lowerCase
19905,52, Private,370552, Preschool,1, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,40, El-Salvador, lowerCase
19907,50, Private,558490, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, M,0,0,40, United-States, lowerCase
19908,29, Private,124680, Bachelors,13, Never-married, Sales, Not-in-family, White, F,13550,0,35, United-States, upperCase
19909,19, Private,95078, HS-grad,9, Never-married, Adm-clerical, Own-child, White, F,0,0,15, United-States, lowerCase
19910,25, Private,169679, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, lowerCase
19911,34, Private,168906, Assoc-acdm,12, Divorced, Adm-clerical, Own-child, White, F,0,0,35, United-States, lowerCase
19914,27, Private,99897, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, M,0,0,40, United-States, lowerCase
19915,41, Private,104892, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, M,2829,0,40, United-States, lowerCase
19916,43, Private,175224, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, M,0,0,60, Nicaragua, lowerCase
19917,23, Private,149704, HS-grad,9, Never-married, Adm-clerical, Own-child, White, F,0,0,40, United-States, lowerCase
19918,37, Federal-gov,214542, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, F,0,0,40, United-States, lowerCase
19919,33, State-gov,43716, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,4, United-States, lowerCase
19920,28, Private,191935, Assoc-acdm,12, Never-married, Sales, Own-child, White, M,0,0,20, United-States, lowerCase
19921,35, Private,338611, Some-college,10, Divorced, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
19922,41, Private,136419, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, M,0,0,75, United-States, upperCase
19923,17, Private,72321, 11th,7, Never-married, Other-service, Other-relative, White, F,0,0,12, United-States, lowerCase
19924,24, Private,279041, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, M,0,0,40, United-States, lowerCase
19925,38, Self-emp-not-inc,65716, Assoc-voc,11, Divorced, Other-service, Unmarried, White, F,0,0,40, United-States, lowerCase
19926,27, Local-gov,199343, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, M,0,0,38, United-States, lowerCase
19927,59, Private,139344, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,40, United-States, upperCase
19928,35, Private,119098, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
19929,38, Private,195025, HS-grad,9, Separated, Other-service, Unmarried, Black, F,0,0,32, United-States, lowerCase
19930,28, Private,186720, Some-college,10, Never-married, Other-service, Own-child, White, F,0,0,50, United-States, lowerCase
19931,28, Private,328923, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, F,0,0,38, United-States, lowerCase
19932,59, State-gov,159472, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, lowerCase
19933,42, Private,138662, Some-college,10, Separated, Adm-clerical, Own-child, White, F,0,0,40, United-States, lowerCase
19934,54, Local-gov,286342, Masters,14, Never-married, Prof-specialty, Not-in-family, White, F,0,0,32, United-States, upperCase
19935,39, Private,181705, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,45, United-States, lowerCase
19936,41, Private,193882, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,40, United-States, lowerCase
19938,31, Private,243142, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, F,0,0,40, United-States, lowerCase
19939,51, Local-gov,155118, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, F,0,0,70, United-States, upperCase
19940,54, Private,189607, Bachelors,13, Never-married, Other-service, Own-child, Black, F,0,0,36, United-States, lowerCase
19941,20, Private,39478, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, M,0,0,70, United-States, lowerCase
19942,35, Private,206951, Some-college,10, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, upperCase
19943,22, Private,127647, HS-grad,9, Never-married, Other-service, Own-child, White, F,0,0,36, United-States, lowerCase
19944,42, Private,182302, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
19945,28, Self-emp-not-inc,33363, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,70, United-States, upperCase
19946,74, Self-emp-inc,167537, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,35, United-States, upperCase
19947,34, Private,179378, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Black, F,0,0,40, United-States, lowerCase
19948,50, State-gov,297551, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,52, United-States, lowerCase
19949,50, Private,198362, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, White, F,0,0,40, United-States, lowerCase
19950,43, Private,240504, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,40, United-States, lowerCase
19951,29, Self-emp-not-inc,169662, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
19953,61, Private,210488, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,50, United-States, upperCase
19955,33, Private,136331, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
19956,22, Private,509048, HS-grad,9, Never-married, Sales, Other-relative, Black, F,0,0,37, United-States, lowerCase
19957,38, Private,318610, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, F,0,0,40, United-States, lowerCase
19958,45, Private,104521, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
19959,42, Private,247695, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,45, United-States, upperCase
19960,35, Private,219546, Some-college,10, Never-married, Craft-repair, Not-in-family, White, M,0,0,45, Germany, lowerCase
19961,21, Private,169699, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, F,0,0,40, United-States, lowerCase
19962,49, State-gov,131302, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Black, F,0,0,44, United-States, lowerCase
19963,50, Private,171852, Bachelors,13, Separated, Prof-specialty, Own-child, Other, F,0,0,40, United-States, lowerCase
19964,36, State-gov,340091, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, F,0,0,36, United-States, upperCase
19965,20, Private,204641, HS-grad,9, Never-married, Adm-clerical, Own-child, White, M,0,0,20, United-States, lowerCase
19966,49, Private,213431, HS-grad,9, Separated, Prof-specialty, Unmarried, Black, F,0,0,40, United-States, lowerCase
19968,21, Private,177420, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, F,0,0,40, United-States, lowerCase
19969,60, Self-emp-not-inc,21101, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, M,0,0,50, United-States, lowerCase
19970,43, Private,183273, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, F,15024,0,32, United-States, upperCase
19971,41, Private,124956, Bachelors,13, Separated, Prof-specialty, Not-in-family, Black, F,99999,0,60, United-States, upperCase
19972,38, Private,102350, Some-college,10, Divorced, Craft-repair, Unmarried, White, M,0,0,40, United-States, lowerCase
19973,40, Private,120277, Some-college,10, Never-married, Sales, Not-in-family, White, M,0,0,40, United-States, lowerCase
19976,40, Private,155972, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,60, United-States, upperCase
19977,46, State-gov,162852, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
19978,36, Private,226013, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, M,5178,0,40, United-States, upperCase
19979,24, Private,322674, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, M,0,0,48, United-States, lowerCase
19980,62, Private,202242, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,48, United-States, lowerCase
19981,54, Private,175262, Preschool,1, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, M,0,0,40, China, lowerCase
19982,23, Private,201682, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, White, F,0,0,40, United-States, lowerCase
19983,60, Private,166330, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,40, United-States, lowerCase
19984,41, Local-gov,213154, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, F,0,0,40, United-States, lowerCase
19985,45, Local-gov,33798, Masters,14, Never-married, Prof-specialty, Not-in-family, White, F,0,0,40, United-States, lowerCase
19986,62, State-gov,199198, Assoc-voc,11, Widowed, Exec-managerial, Unmarried, Black, F,0,0,40, United-States, lowerCase
19987,28, Private,90915, Bachelors,13, Married-spouse-absent, Tech-support, Unmarried, Black, F,0,0,40, United-States, lowerCase
19988,36, Self-emp-inc,337778, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,60, Yugoslavia, upperCase
19989,31, Private,187203, HS-grad,9, Never-married, Sales, Other-relative, White, M,0,0,40, United-States, lowerCase
19991,33, Self-emp-not-inc,361817, HS-grad,9, Separated, Craft-repair, Unmarried, White, M,0,0,50, United-States, lowerCase
19992,62, Self-emp-not-inc,226546, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,16, United-States, lowerCase
19993,27, Private,100168, 7th-8th,4, Married-civ-spouse, Other-service, Wife, White, F,0,0,40, United-States, lowerCase
19994,42, Federal-gov,272625, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Black, F,0,0,40, United-States, upperCase
19995,55, Private,254516, 9th,5, Never-married, Handlers-cleaners, Other-relative, Black, M,0,0,37, United-States, lowerCase
19996,45, Private,48271, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,40, United-States, upperCase
19997,67, Self-emp-not-inc,152102, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, M,0,0,65, United-States, lowerCase
19998,30, Self-emp-inc,127651, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,1887,48, United-States, upperCase
19999,19, Private,32477, Some-college,10, Never-married, Other-service, Own-child, White, M,0,0,20, United-States, lowerCase
20000,26, Private,137658, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, F,0,0,45, United-States, lowerCase
20001,53, Private,270546, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, F,0,0,20, United-States, lowerCase
20002,55, Self-emp-not-inc,185195, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,99, United-States, lowerCase
20003,17, Private,98005, 11th,7, Never-married, Sales, Own-child, White, F,0,0,16, United-States, lowerCase
20004,55, Self-emp-not-inc,283635, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, F,0,0,35, United-States, lowerCase
20005,36, Private,98360, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
20006,54, Self-emp-not-inc,118365, 10th,6, Divorced, Other-service, Not-in-family, Black, F,0,0,10, United-States, lowerCase
20007,45, Self-emp-not-inc,184285, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, M,0,0,45, United-States, lowerCase
20008,48, Private,345831, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, M,0,0,40, United-States, upperCase
20009,40, Local-gov,99679, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, M,0,0,60, United-States, upperCase
20010,31, Private,253354, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,50, United-States, lowerCase
20011,26, Private,190650, Bachelors,13, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, M,0,0,40, Taiwan, lowerCase
20012,34, Private,287737, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, F,0,1485,40, United-States, upperCase
20013,19, Private,204389, HS-grad,9, Never-married, Adm-clerical, Own-child, Other, F,0,0,25, Puerto-Rico, lowerCase
20014,34, Private,159442, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, F,0,0,30, United-States, lowerCase
20015,55, Local-gov,161662, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,55, United-States, upperCase
20016,21, Private,252024, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, M,0,0,20, Mexico, lowerCase
20017,27, Private,189702, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
20018,35, Private,407913, HS-grad,9, Separated, Other-service, Not-in-family, Black, M,0,0,40, United-States, lowerCase
20019,20, Private,166527, Some-college,10, Never-married, Adm-clerical, Own-child, Other, F,0,0,20, United-States, lowerCase
20021,18, Federal-gov,201686, 11th,7, Never-married, Machine-op-inspct, Own-child, White, M,0,0,4, United-States, lowerCase
20022,28, Local-gov,179759, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
20023,36, Private,94954, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, F,0,0,40, United-States, lowerCase
20024,66, Private,350498, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, M,0,1258,20, United-States, lowerCase
20025,19, Private,201743, Some-college,10, Never-married, Other-service, Own-child, White, F,0,0,15, United-States, lowerCase
20026,33, Private,149726, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,46, United-States, lowerCase
20027,28, Private,419146, 7th-8th,4, Separated, Handlers-cleaners, Not-in-family, White, M,0,0,40, Mexico, lowerCase
20028,34, Private,174789, Bachelors,13, Never-married, Other-service, Not-in-family, White, M,0,2001,40, United-States, lowerCase
20029,41, Private,171234, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, F,0,0,55, United-States, lowerCase
20030,30, Private,206325, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,45, United-States, lowerCase
20031,42, Private,121055, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,0,60, United-States, lowerCase
20032,47, Private,160187, HS-grad,9, Separated, Prof-specialty, Other-relative, Black, F,14084,0,38, United-States, upperCase
20033,29, Private,84366, 10th,6, Married-spouse-absent, Adm-clerical, Unmarried, White, F,0,0,40, Mexico, lowerCase
20034,60, Private,139391, Some-college,10, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, M,0,0,50, United-States, upperCase
20035,32, Private,137875, Some-college,10, Divorced, Sales, Unmarried, White, F,0,0,30, United-States, lowerCase
20036,20, Private,238384, HS-grad,9, Never-married, Sales, Not-in-family, White, F,0,0,30, United-States, lowerCase
20037,49, Private,340755, Masters,14, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, upperCase
20038,36, Local-gov,224947, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, M,0,0,40, United-States, lowerCase
20039,33, State-gov,111994, Some-college,10, Divorced, Adm-clerical, Unmarried, White, F,0,0,45, United-States, lowerCase
20040,25, Private,125491, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, F,0,0,34, United-States, lowerCase
20041,40, Local-gov,99185, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, M,0,0,40, United-States, lowerCase
20042,48, Private,249935, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,44, United-States, lowerCase
20043,51, Private,206775, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,50, United-States, lowerCase
20044,22, Private,230704, Assoc-acdm,12, Never-married, Handlers-cleaners, Own-child, Black, M,0,0,20, Jamaica, lowerCase
20045,22, Private,134746, 10th,6, Married-civ-spouse, Sales, Wife, White, F,0,0,40, United-States, lowerCase
20046,34, Self-emp-inc,198613, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,2002,40, United-States, lowerCase
20047,49, Private,165953, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,1902,40, United-States, lowerCase
20048,36, Private,273604, Bachelors,13, Never-married, Other-service, Not-in-family, White, F,0,0,40, United-States, lowerCase
20049,18, Private,192409, Some-college,10, Never-married, Sales, Own-child, White, F,0,0,20, United-States, lowerCase
20050,26, Self-emp-not-inc,102476, HS-grad,9, Never-married, Craft-repair, Own-child, White, M,0,0,50, United-States, lowerCase
20051,48, Private,234504, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,50, United-States, lowerCase
20052,35, Self-emp-not-inc,468713, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, M,0,0,40, United-States, lowerCase
20053,29, Private,84560, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, M,0,0,40, United-States, lowerCase
20054,47, Private,148995, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, upperCase
20055,21, Private,34816, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, F,0,0,12, United-States, lowerCase
20056,28, Private,211184, Some-college,10, Never-married, Sales, Not-in-family, White, F,0,0,50, United-States, lowerCase
20057,53, Private,33304, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, M,0,0,40, United-States, upperCase
20058,26, Private,219815, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, F,0,0,40, United-States, lowerCase
20059,50, Private,134766, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, M,0,1902,50, United-States, upperCase
20060,26, Private,106548, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,50, United-States, lowerCase
20061,70, Private,89787, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, M,0,0,20, United-States, lowerCase
20062,55, Private,164857, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, M,0,0,40, United-States, lowerCase
20063,27, Federal-gov,257124, Bachelors,13, Never-married, Transport-moving, Other-relative, White, M,0,0,35, United-States, lowerCase
20064,43, Private,125461, Bachelors,13, Married-civ-spouse, Sales, Husband, White, M,0,1902,55, United-States, upperCase
20065,24, Private,189749, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
20066,22, Private,176321, 7th-8th,4, Never-married, Other-service, Unmarried, White, F,0,0,40, Mexico, lowerCase
20067,26, Private,284250, HS-grad,9, Never-married, Craft-repair, Unmarried, Black, F,0,0,40, United-States, lowerCase
20068,23, Private,101885, 10th,6, Never-married, Craft-repair, Not-in-family, White, F,0,0,40, United-States, lowerCase
20069,52, Private,260938, Masters,14, Married-civ-spouse, Sales, Husband, White, M,0,0,40, United-States, lowerCase
20070,41, Self-emp-not-inc,238184, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, F,0,0,40, United-States, lowerCase
20071,59, Self-emp-not-inc,148626, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, M,0,0,40, United-States, lowerCase
20072,56, Self-emp-not-inc,48102, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, F,0,1977,50, United-States, upperCase
20073,58, Private,234213, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, M,14344,0,48, United-States, upperCase
20074,24, Local-gov,34246, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, M,0,0,40, United-States, lowerCase
20075,51, Private,175070, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, M,5178,0,45, United-States, upperCase
20076,31, Private,279680, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, M,0,0,45, United-States, lowerCase
20077,84, Private,188328, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, F,0,0,16, United-States, lowerCase
20078,51, Private,96609, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, M,0,0,40, United-States, lowerCase
20079,24, Local-gov,84257, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, M,0,0,50, United-States, lowerCase
20080,30, Private,275632, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, M,0,0,45, United-States, lowerCase
20081,30, Private,196342, Masters,14, Never-married, Prof-specialty, Not-in-family, White, M,0,0,40, Ireland, lowerCase
